K Inj Por b CHD Ext DSP REN_1_1  REN_1_2 REN_2_1 REN_2_2 REN_3_1 REN_3_2 REN_4_1 REN_4_2
0.001638 2.82088 0.376539 152.516 1065.05 3.26836 32.0396 0.113151 0.205683 0.28682 0.359526 0.425206 0.484756 0.538724 0.587611
0.001419 3.89 0.197702 196.89 1101.35 5.22865 41.5805 0.00431197 0.015616 0.032479 0.0531338 0.0759984 0.100038 0.124581 0.149023
0.002659 1.18895 0.102519 202.977 1128.31 1.24976 36.9606 7.49406e-34 1.09109e-33 1.20012e-33 1.2374e-33 1.25131e-33 1.25728e-33 1.26267e-33 1.26762e-33
0.002101 2.59967 0.252084 298.76 1135.05 3.0308 8.22473 1.72097e-10 5.32445e-10 1.00173e-09 1.50452e-09 1.98135e-09 2.42507e-09 2.82851e-09 3.18112e-09
0.002111 2.74369 0.348935 130.837 1088.02 5.11293 33.9761 0.0187473 0.0554915 0.101296 0.150877 0.201423 0.251147 0.29905 0.344948
0.002448 0.653341 0.439412 427.337 1146.03 1.52207 11.4644 5.7105e-10 9.61257e-10 1.18527e-09 1.31716e-09 1.40558e-09 1.46652e-09 1.50815e-09 1.53629e-09
0.001365 3.22843 0.2676 239.146 1146.99 9.01014 16.3127 0.00054191 0.0033757 0.00978131 0.0201361 0.0341791 0.0513334 0.0709664 0.0924606
0.000633 2.55818 0.351101 283.516 1104.8 3.54103 15.1861 0.154346 0.273069 0.373351 0.460497 0.536789 0.603418 0.661208 0.711051
0.00216 1.99771 0.209481 128.739 1068.46 4.20624 15.3466 0.00399452 0.0174711 0.0399709 0.0689899 0.102277 0.137858 0.174425 0.211065
0.00072 1.32598 0.117743 348.443 1114.06 1.86441 27.6176 2.23688e-05 8.74821e-05 0.000197105 0.000349956 0.000539285 0.000759314 0.00100413 0.00126526
0.002365 2.93508 0.370743 265.256 1014.31 7.7137 20.1318 0.500827 0.765954 0.896703 0.956781 0.982649 0.993316 0.997581 0.999244
0.002553 0.646473 0.288544 123.651 1004.47 1.3001 39.1704 0.444786 0.724744 0.869881 0.940006 0.972572 0.987497 0.994325 0.997452
0.001805 2.27731 0.128686 289.813 1117.54 5.81173 48.0578 7.52524e-13 8.72764e-12 3.86641e-11 1.08457e-10 2.32229e-10 4.17514e-10 6.64761e-10 9.68439e-10
0.001728 0.76337 0.467143 125.325 1129.08 0.904076 23.8409 7.20085e-05 0.000181555 0.000308257 0.000441477 0.000576844 0.000710801 0.000841615 0.000968261
0.002585 0.53883 0.489848 408.246 1112.08 0.737966 13.5628 3.74433e-08 5.62169e-08 6.81741e-08 7.6111e-08 8.13593e-08 8.48104e-08 8.70729e-08 8.85622e-08
0.001928 3.13147 0.44802 61.2925 1013.73 7.85331 33.0733 0.598584 0.917055 0.989842 0.999889 1.00094 1.00103 1.00103 1.00103
0.001667 3.30492 0.299903 59.1421 1054.64 6.27276 22.2512 0.36572 0.588339 0.746661 0.857338 0.927542 0.96704 0.986844 0.995792
0.001969 3.62969 0.197271 406.106 1013.38 8.74694 5.49874 0.448143 0.702439 0.849875 0.929093 0.968384 0.98665 0.994723 0.998151
0.000641 3.54913 0.210017 272.783 1059.25 5.67629 49.4562 0.304195 0.50409 0.650209 0.759738 0.839929 0.896433 0.934718 0.959954
0.00074 2.10772 0.417718 82.3078 1070.84 5.91319 24.3971 0.549296 0.821759 0.940136 0.983041 0.996476 1.00025 1.00122 1.00146
0.001548 3.66537 0.29904 85.0885 1141.64 7.31774 7.13718 0.0358187 0.103468 0.179309 0.254608 0.326576 0.394212 0.45719 0.515492
0.001222 0.712533 0.263333 83.0779 1070.32 1.69471 37.9508 0.0833 0.184228 0.284514 0.378481 0.464141 0.541035 0.609448 0.669327
0.00153 2.2485 0.47334 155.141 1068.24 5.40105 10.7034 0.223972 0.397563 0.540178 0.65521 0.745716 0.815202 0.867418 0.905947
0.001274 1.13352 0.1337 101.383 1105.02 3.36529 44.2898 7.33502e-05 0.000823721 0.00332823 0.00850694 0.0168288 0.0283061 0.0426239 0.0593456
0.000624 0.592355 0.240356 252.65 1071.62 1.31379 47.1532 0.0845234 0.170095 0.252909 0.330415 0.401202 0.465391 0.523217 0.575113
0.001312 1.16195 0.292542 207.045 1010.85 2.74381 9.78504 0.496246 0.773074 0.902702 0.959162 0.983083 0.99314 0.997319 0.999059
0.002499 2.26461 0.327911 330.975 1098.12 5.27138 25.9759 1.98862e-06 9.0223e-06 2.28326e-05 4.39658e-05 7.233e-05 0.000107041 0.00014732 0.000191627
0.001868 3.72835 0.145141 482.708 1108.03 7.38219 29.7256 8.63786e-11 6.24854e-10 2.06201e-09 4.7137e-09 8.63786e-09 1.37642e-08 1.98963e-08 2.68113e-08
0.002329 0.66783 0.15321 418.227 1080.78 1.28388 36.2411 1.3108e-13 2.33583e-13 3.05347e-13 3.52198e-13 3.80546e-13 3.97966e-13 4.09257e-13 4.1666e-13
0.000791 1.04985 0.390161 491.584 1134.98 1.37785 48.5744 0.00160592 0.00355186 0.00563897 0.00775463 0.00976586 0.0116697 0.0134985 0.0152488
0.002085 3.99041 0.425159 436.914 1087.23 10.6599 43.1526 0.00748331 0.0245516 0.049236 0.0791543 0.112407 0.147745 0.184016 0.220409
0.000688 0.723171 0.158147 278.557 1111.45 1.12652 9.99166 0.000259958 0.000776685 0.00150577 0.0023783 0.00337086 0.00445334 0.00558849 0.00675581
0.002287 2.05845 0.247082 380.198 1062.37 2.30524 19.5444 3.8435e-05 0.000112245 0.000210066 0.00032285 0.000446317 0.000575646 0.000706112 0.000835897
0.002366 2.70237 0.463657 365.672 1042.44 7.60958 14.1593 0.134059 0.268286 0.39155 0.499592 0.591847 0.669286 0.733587 0.786467
0.00265 3.98636 0.416653 291.255 1091.12 8.2866 5.50075 0.000930284 0.0038453 0.0089237 0.016011 0.0248573 0.0350403 0.046285 0.0583258
0.002194 1.15494 0.438405 352.082 1081.22 2.4659 33.4708 0.000233104 0.00063242 0.00113729 0.00170954 0.00233142 0.00298693 0.00365952 0.00433613
0.000878 3.02794 0.31244 484.605 1009.7 3.9356 29.8231 0.312338 0.567731 0.743419 0.85255 0.916945 0.95387 0.9746 0.986118
0.001174 2.33149 0.295358 347.242 1024.1 3.34786 17.5821 0.28493 0.485279 0.6303 0.735636 0.812358 0.867728 0.907442 0.935606
0.000567 1.17747 0.336421 438.679 1129.97 1.49699 45.7333 0.016374 0.0342087 0.0526454 0.0711627 0.0893572 0.107126 0.124434 0.141229
0.001786 0.699549 0.289192 181.167 1011.62 2.01674 42.0098 0.479887 0.731592 0.863498 0.931264 0.96568 0.982846 0.991496 0.995839
0.001377 1.90244 0.338156 356.505 1087.18 2.26667 10.3004 0.00321958 0.00788797 0.0134049 0.0194732 0.0258956 0.0324558 0.0389735 0.0454127
0.002255 3.01118 0.442249 162.141 1025.46 3.89189 21.4541 0.26902 0.460936 0.602812 0.710064 0.791339 0.851903 0.896233 0.928155
0.002226 1.38999 0.181599 198.162 1035.87 3.52065 34.9789 0.0302273 0.0862289 0.153379 0.224004 0.294198 0.36135 0.424565 0.483458
0.002597 1.13167 0.339954 473.738 1051.76 2.12847 5.47617 0.000200073 0.000510492 0.000877626 0.00127353 0.00168663 0.00210608 0.00252523 0.00293971
0.000527 3.6694 0.212225 206.234 1093.4 10.8964 36.5324 0.456556 0.71234 0.866792 0.946851 0.982226 0.995989 1.00082 1.00237
0.000719 3.05141 0.452218 66.7634 1041.56 8.88602 13.354 0.666224 0.947055 0.996561 1.002 1.00246 1.00249 1.00249 1.00249
0.000764 2.04506 0.240637 206.357 1025.62 5.06269 14.675 0.52392 0.805557 0.928534 0.976098 0.992888 0.998462 1.00023 1.00077
0.001754 1.78622 0.495942 468.904 1044.72 2.02591 48.4644 0.0504588 0.0955147 0.137553 0.176986 0.214052 0.248914 0.281658 0.312283
0.00105 3.11337 0.389723 88.2462 1056.71 9.02561 10.4728 0.568435 0.842358 0.954857 0.990322 0.999287 1.00122 1.00159 1.00165
0.000666 2.49088 0.462992 330.335 1081.45 3.18798 35.3569 0.19565 0.339447 0.453076 0.546416 0.624186 0.689132 0.743233 0.787961
0.002303 3.6353 0.13003 262.504 1114.77 10.6281 29.2985 3.75791e-14 1.26711e-12 1.10829e-11 5.1158e-11 1.6182e-10 3.98979e-10 8.25551e-10 1.5012e-09
0.000524 3.89107 0.130039 375.244 1021.04 4.28165 40.6197 0.270881 0.509947 0.6906 0.814296 0.893438 0.941447 0.969238 0.984711
0.002292 1.62827 0.185622 373.866 1090.14 4.50965 43.3623 6.59275e-10 3.4681e-09 9.44741e-09 1.87396e-08 3.09041e-08 4.53172e-08 6.14055e-08 7.85019e-08
0.000746 2.60965 0.196407 99.2708 1087.95 3.2331 28.0907 0.211888 0.355994 0.471571 0.569202 0.652594 0.723559 0.783299 0.832788
0.001213 3.73388 0.209094 383.537 1060.9 9.94173 6.21085 0.135213 0.278455 0.409522 0.524783 0.623422 0.706082 0.773971 0.828248
0.000757 0.514356 0.246773 356.85 1131.46 0.932464 27.3207 0.000100764 0.000238511 0.000385296 0.000533164 0.00068029 0.000823419 0.000961135 0.00109228
0.00212 1.96456 0.146406 384.27 1054.4 5.39386 8.0993 3.02888e-05 0.000198018 0.000618174 0.00137803 0.00252951 0.00408446 0.00603596 0.00836658
0.001037 1.2991 0.14314 321.677 1015.4 1.32612 6.47939 0.209271 0.368125 0.492025 0.591009 0.671206 0.736681 0.789979 0.833054
0.001679 2.54328 0.487596 249.824 1114.79 3.02291 37.8835 0.00306216 0.00786452 0.0137673 0.0204431 0.027622 0.035036 0.0425433 0.0500278
0.001485 0.587573 0.377379 88.902 1041.75 1.31247 26.0165 0.21773 0.382048 0.515775 0.624239 0.710868 0.778978 0.831893 0.872635
0.00206 0.75182 0.297901 281.32 1034.85 1.59242 40.7459 0.0239693 0.0554377 0.0904686 0.126941 0.163832 0.200477 0.236207 0.270534
0.00211 2.63499 0.446271 226.686 1117.06 4.94038 18.8434 0.000469502 0.00177839 0.00396348 0.00694727 0.0106334 0.014869 0.0195593 0.024621
0.000534 3.11112 0.228045 96.4552 1070.22 5.70591 8.03397 0.422123 0.698811 0.859859 0.944451 0.98218 0.996689 1.00161 1.00312
0.002205 1.39476 0.373033 335.639 1016.59 2.8079 43.0089 0.277655 0.465795 0.604014 0.707133 0.78373 0.840676 0.882866 0.914023
0.001546 1.8236 0.29342 139.501 1134.71 4.19752 40.0053 0.000296382 0.00164309 0.00453569 0.00916192 0.0154535 0.0232493 0.0323392 0.0425037
0.001662 1.26435 0.266333 128.755 1075.12 2.48842 45.4685 0.0117986 0.0356637 0.0671864 0.103224 0.141516 0.180403 0.219147 0.257225
0.002118 3.37528 0.275592 63.2181 1049.7 3.48706 45.4172 0.194059 0.327008 0.433239 0.5233 0.601425 0.669503 0.728711 0.779856
0.00153 2.78153 0.48143 263.357 1031.33 2.93389 36.3286 0.211418 0.371656 0.496693 0.595887 0.675644 0.740156 0.792349 0.834522
0.002511 2.70656 0.13467 308.705 1130.91 7.78172 34.2583 7.30808e-22 7.47165e-21 2.69707e-20 6.13654e-20 1.07746e-19 1.61203e-19 2.1727e-19 2.72101e-19
0.002009 1.78962 0.101288 135.416 1076.28 2.37459 40.0197 1.28603e-09 1.41462e-08 6.0834e-08 1.68819e-07 3.62301e-07 6.58796e-07 1.06516e-06 1.57911e-06
0.002419 2.0221 0.441385 220.459 1089.01 4.19355 43.1085 0.000949663 0.00336108 0.00720613 0.012283 0.0184036 0.0253363 0.0328663 0.0408789
0.000866 2.22606 0.199602 295.579 1086.96 3.51603 6.20024 0.035037 0.0826121 0.134275 0.186345 0.237192 0.286027 0.332594 0.376677
0.001836 1.10139 0.303266 422.825 1099.94 3.10479 45.524 2.03604e-06 6.52601e-06 1.31459e-05 2.15234e-05 3.11352e-05 4.12865e-05 5.16375e-05 6.20112e-05
0.002485 1.89351 0.153089 370.38 1121.64 5.21041 36.7538 4.53407e-19 2.02448e-18 4.36071e-18 7.00255e-18 9.51432e-18 1.17818e-17 1.37185e-17 1.53104e-17
0.000718 2.27999 0.49081 414.565 1121.29 5.61728 44.3575 0.129391 0.25003 0.359761 0.45681 0.540859 0.61294 0.674419 0.726647
0.000654 3.55212 0.210348 131.729 1117.8 10.1465 17.1104 0.358093 0.590558 0.759814 0.873477 0.940915 0.976127 0.992511 0.999424
0.00171 3.06147 0.333205 80.8768 1083.52 8.19573 38.5171 0.244068 0.437564 0.595957 0.722526 0.818748 0.887699 0.934029 0.963222
0.001718 1.58537 0.143595 229.315 1131.4 3.88839 41.0785 1.42673e-13 1.18795e-12 4.18206e-12 9.76044e-12 1.804e-11 2.87392e-11 4.12842e-11 5.50201e-11
0.002089 1.52471 0.396901 395.441 1073.57 2.54285 7.01686 0.000566646 0.0014864 0.0026477 0.00394385 0.00532255 0.00676062 0.00823344 0.00971448
0.002041 1.0094 0.474132 460.146 1065.68 1.86255 34.1743 0.00129979 0.00308152 0.00511875 0.00721893 0.00930333 0.0113816 0.0134213 0.0154034
0.002583 2.48179 0.103358 435.906 1103.02 4.26128 48.7916 2.83537e-25 8.64958e-25 1.43238e-24 1.87544e-24 2.1963e-24 2.4233e-24 2.57337e-24 2.67297e-24
0.001261 3.95272 0.275489 52.1184 1040.25 11.6017 40.7835 0.647058 0.930316 0.995949 1.00316 1.00359 1.0036 1.0036 1.0036
0.001593 2.6051 0.30535 71.9391 1002.49 5.97966 11.9268 0.564539 0.913823 0.991914 1.00053 1.00118 1.00123 1.00123 1.00123
0.001796 2.13204 0.385806 333.612 1001.63 5.30417 38.2571 0.557615 0.850164 0.954273 0.986528 0.9961 0.998941 0.999801 1.00007
0.001335 2.82494 0.347697 474.441 1136.83 3.27279 23.6157 5.45263e-05 0.000148294 0.000264988 0.000394074 0.000530416 0.000670089 0.000809457 0.000946014
0.002474 2.59206 0.295741 137.199 1019.99 5.19001 45.4557 0.384289 0.619549 0.775029 0.874618 0.933908 0.966824 0.984059 0.992737
0.002036 2.61797 0.317212 349.82 1068.54 4.59532 49.3744 0.00352908 0.0106805 0.0206917 0.0328491 0.0464635 0.0610883 0.0764101 0.0921144
0.002693 2.54065 0.165826 498.504 1002.89 4.35297 5.2718 0.402046 0.688678 0.850342 0.93131 0.969333 0.986599 0.994275 0.997631
0.001446 1.98685 0.342957 302.679 1131.35 4.60096 35.0331 0.000164252 0.000671034 0.00156529 0.00285185 0.00449056 0.00644787 0.00868529 0.0111335
0.001729 2.68063 0.469567 266.593 1131.28 7.47465 19.6586 0.00239637 0.00923685 0.020489 0.0355209 0.0536539 0.0740228 0.0959169 0.118855
0.001538 2.47074 0.398504 237.284 1146.65 3.72967 11.4301 0.000201928 0.000709244 0.00151424 0.00257012 0.00384576 0.00528875 0.00686063 0.00853673
0.001262 1.86768 0.274426 471.921 1130.6 3.93217 31.1189 9.26386e-06 3.30416e-05 7.08467e-05 0.000121598 0.000182552 0.00025193 0.000327372 0.000405487
0.002311 0.7545 0.168304 224.382 1026.76 2.07187 33.872 0.0195836 0.0562309 0.102771 0.15463 0.208406 0.261952 0.314298 0.364606
0.000758 0.56066 0.185618 280.045 1090.79 1.46515 25.9167 0.002934 0.00888118 0.0173392 0.0276787 0.0393967 0.0521473 0.0656324 0.0795036
0.000544 1.97135 0.314732 270.006 1085.58 2.53767 36.6956 0.188239 0.325695 0.436086 0.528607 0.606787 0.672979 0.728839 0.775797
0.000669 1.12518 0.480495 399.89 1133.48 3.30354 39.3479 0.0546592 0.119327 0.186527 0.252118 0.314579 0.373035 0.427253 0.476916
0.002667 3.69568 0.157633 149.52 1022.68 10.5143 13.2929 0.382906 0.621753 0.790468 0.898071 0.956787 0.984164 0.99524 0.999227
0.000768 3.34337 0.172367 208.437 1118.46 9.05575 12.2407 0.104276 0.237775 0.364913 0.479812 0.581259 0.669107 0.743327 0.804526
0.000701 3.43966 0.117203 339.999 1095.48 5.26442 15.7612 0.0273241 0.072461 0.123824 0.176372 0.227871 0.277448 0.324698 0.36926
0.000802 3.18081 0.220961 175.225 1056.62 5.8215 20.9407 0.343981 0.559898 0.713501 0.822692 0.89586 0.941945 0.969295 0.984711
0.000955 2.04465 0.342565 349.986 1054.06 4.17125 31.1561 0.222241 0.385278 0.516207 0.622087 0.706901 0.774088 0.826635 0.867395
0.001553 2.3277 0.192733 155.35 1108.77 6.66044 32.3544 0.00054115 0.00416883 0.0132584 0.0285424 0.0494419 0.0748228 0.103447 0.134207
0.001447 3.48692 0.284902 353.06 1057.72 3.83138 32.6081 0.0557725 0.111069 0.164215 0.214589 0.262034 0.306512 0.348127 0.387058
0.002222 1.75958 0.366674 489.301 1052.36 4.63929 19.9964 0.00739278 0.0206779 0.0381312 0.0585114 0.0806765 0.10393 0.127778 0.151846
0.002382 3.33025 0.402863 421.027 1032.78 6.90243 36.3365 0.164146 0.300808 0.419361 0.521252 0.607565 0.679947 0.740107 0.789742
0.001034 2.91605 0.360098 108.235 1008.46 4.51335 24.7664 0.384328 0.710408 0.894885 0.968565 0.992174 0.998796 1.0005 1.00093
0.001181 2.11023 0.263428 247.299 1039.8 5.37088 21.8445 0.327585 0.541228 0.696541 0.80602 0.87964 0.926934 0.956579 0.974752
0.000876 3.39736 0.484662 408.516 1144.52 9.07038 27.7635 0.0750322 0.167118 0.261004 0.350461 0.432901 0.507507 0.574231 0.632856
0.001134 2.06327 0.35484 165.867 1039.08 3.07505 36.7232 0.292821 0.493246 0.638212 0.74517 0.823405 0.879406 0.918717 0.945877
0.002046 3.33448 0.38254 263.611 1120.86 5.93816 32.3187 0.000125801 0.000550701 0.00133813 0.00250017 0.0040033 0.00581754 0.00790501 0.010202
0.002172 1.29104 0.272458 456.318 1138.75 1.34173 29.6105 6.90431e-13 1.07287e-12 1.2489e-12 1.34801e-12 1.40695e-12 1.44147e-12 1.46161e-12 1.47361e-12
0.00204 2.16893 0.391656 289.473 1021.52 2.34654 39.9326 0.190321 0.333039 0.445858 0.537828 0.614388 0.678632 0.732584 0.777782
0.000539 1.62957 0.148616 462.373 1012.54 1.67437 45.4272 0.246592 0.458729 0.623266 0.742682 0.826799 0.884573 0.923522 0.94959
0.002506 1.51195 0.301397 385.594 1026.08 2.40871 10.2582 0.0522788 0.106998 0.161619 0.214713 0.26527 0.312998 0.35787 0.399803
0.001083 2.34014 0.135608 490.326 1098.83 5.89668 27.1525 2.54359e-05 0.000156156 0.000470637 0.00102403 0.00184861 0.00294788 0.00431415 0.00593373
0.001744 2.49525 0.333168 391.735 1037.23 7.43814 23.257 0.222959 0.406151 0.555942 0.673873 0.763529 0.830566 0.879818 0.915565
0.001424 3.7217 0.354028 203.608 1009.81 4.33265 21.1416 0.288223 0.54804 0.74092 0.862419 0.930888 0.966703 0.984533 0.993106
0.001724 2.62069 0.316078 404.651 1096.77 3.98441 39.5726 0.000200187 0.000645136 0.00130792 0.00213548 0.00310552 0.00418029 0.00532662 0.00652439
0.000901 3.7522 0.260735 148.238 1142.06 9.72557 24.9239 0.14053 0.290357 0.425596 0.544225 0.64593 0.73127 0.800761 0.855718
0.002418 3.64146 0.208202 96.3327 1085.78 4.27486 40.3615 0.00128734 0.00610014 0.0147671 0.0266198 0.0408299 0.0565807 0.0732432 0.0903518
0.002695 2.56719 0.370877 154.465 1005.84 3.83845 21.53 0.364653 0.657276 0.836042 0.927459 0.969523 0.987699 0.995236 0.998272
0.001673 1.9311 0.292405 417.191 1027.05 5.54564 45.7018 0.271559 0.468685 0.619474 0.731942 0.813591 0.871509 0.912107 0.940253
0.001347 1.25289 0.443065 115.988 1023.64 3.71178 7.09767 0.562529 0.827763 0.936551 0.977664 0.992534 0.997737 0.999512 1.00011
0.002503 3.50927 0.140205 159.264 1054.15 9.8998 29.6422 0.00903112 0.0468277 0.106927 0.177083 0.249688 0.321006 0.389246 0.453575
0.001718 1.77717 0.10749 488.708 1099.4 5.2766 44.2725 6.12921e-14 4.09326e-13 1.23434e-12 2.56138e-12 4.32791e-12 6.40361e-12 8.64633e-12 1.0952e-11
0.001813 0.729266 0.426341 457.399 1000.69 2.07204 10.8304 0.536323 0.787558 0.901135 0.952737 0.976717 0.988147 0.993787 0.996662
0.001823 3.52237 0.197605 291.034 1134.32 6.12003 28.4035 4.68428e-09 3.42985e-08 1.15745e-07 2.70838e-07 5.12881e-07 8.4414e-07 1.25706e-06 1.74255e-06
0.00123 1.04885 0.326583 281.931 1007.24 1.74427 33.7258 0.372131 0.632257 0.791257 0.881926 0.933354 0.962415 0.978745 0.987942
0.001363 1.95109 0.333898 85.9703 1102.43 4.12638 43.756 0.104491 0.21991 0.328362 0.42712 0.515666 0.594103 0.663028 0.722745
0.001719 2.79184 0.112238 381.82 1029.47 3.98715 38.7415 0.0404532 0.0945954 0.151659 0.207848 0.261711 0.312718 0.360796 0.406051
0.001391 2.93732 0.418144 303.853 1133.58 6.67024 41.3233 0.00479479 0.0157223 0.0317607 0.0515371 0.0739064 0.0980876 0.123375 0.149126
0.002118 2.5924 0.350805 310.625 1130.62 4.13581 44.056 4.68227e-07 1.68465e-06 3.61597e-06 6.13796e-06 9.10559e-06 1.23707e-05 1.57117e-05 1.90803e-05
0.000798 0.589739 0.185747 367.414 1085.64 1.5013 33.8545 0.00150899 0.00444026 0.00854292 0.013474 0.0190352 0.0251216 0.0315628 0.0382162
0.002354 1.26215 0.40859 113.375 1141.69 1.79361 49.4932 3.71084e-07 1.31082e-06 2.76601e-06 4.63504e-06 6.79674e-06 9.14765e-06 1.15261e-05 1.38915e-05
0.00265 2.13261 0.498697 472.24 1034.16 2.7827 18.3201 0.0461754 0.0904466 0.133196 0.174219 0.213346 0.250366 0.285175 0.317985
0.000886 3.1455 0.331655 259.359 1148.51 7.87899 15.3366 0.0474288 0.121679 0.20363 0.285436 0.363784 0.437065 0.504108 0.56501
0.002699 0.513976 0.275428 134.653 1097.81 1.0238 10.5155 9.167e-10 2.40879e-09 4.12993e-09 5.84586e-09 7.37563e-09 8.72863e-09 9.9225e-09 1.09644e-08
0.001644 2.25889 0.11484 185.569 1134.12 3.17388 28.5862 1.59742e-15 1.41531e-14 4.99954e-14 1.14855e-13 2.07151e-13 3.20829e-13 4.47793e-13 5.80069e-13
0.001961 3.15137 0.301668 71.6338 1126.47 6.55057 46.0745 0.0161636 0.0594005 0.116788 0.179037 0.24138 0.301833 0.359397 0.413801
0.002502 1.55925 0.159219 402.867 1059.76 2.96979 37.5116 1.7362e-08 6.8848e-08 1.57277e-07 2.77762e-07 4.20738e-07 5.75504e-07 7.37891e-07 9.02295e-07
0.002462 1.75174 0.3232 309.333 1102.06 5.00708 41.226 5.42174e-07 2.57008e-06 6.71367e-06 1.3276e-05 2.22166e-05 3.33519e-05 4.62194e-05 6.04964e-05
0.0013 1.52445 0.329746 154.791 1076.44 2.89022 21.7014 0.0757927 0.160326 0.243674 0.322495 0.395482 0.462321 0.523069 0.578112
0.001933 2.95044 0.231556 258.641 1014.24 5.1068 29.8368 0.368373 0.610795 0.76782 0.867159 0.926937 0.96117 0.980039 0.990082
0.002469 3.23901 0.196254 235.509 1089.77 4.98185 41.738 1.53005e-07 1.08534e-06 3.57531e-06 8.28837e-06 1.56215e-05 2.57209e-05 3.85206e-05 5.38139e-05
0.00239 1.62624 0.465493 128.032 1037.51 2.75578 39.1612 0.189927 0.332397 0.45069 0.550826 0.635231 0.705648 0.763473 0.810806
0.001021 1.86054 0.287414 238.88 1093.41 4.51237 19.1023 0.0590387 0.139087 0.22359 0.30616 0.383984 0.456064 0.521823 0.580797
0.001476 3.56074 0.282175 276.948 1138.97 8.21629 35.1368 0.000235387 0.00134566 0.0037949 0.00777668 0.0132758 0.0201626 0.0282811 0.0374047
0.002063 3.09103 0.379758 219.228 1070.19 5.01925 37.6196 0.0327141 0.0786119 0.129145 0.180515 0.230947 0.279592 0.32613 0.370201
0.002622 2.27743 0.295763 58.172 1018.1 2.97315 39.2453 0.311785 0.552691 0.718994 0.832132 0.905735 0.950305 0.975343 0.988548
0.000812 1.94802 0.113395 375.248 1076.07 5.52707 10.5494 0.0117814 0.0442069 0.0915411 0.147039 0.206164 0.266001 0.324577 0.380875
0.002518 3.3087 0.248675 276.047 1089.5 8.60641 23.197 1.01549e-05 8.21079e-05 0.000291389 0.00071166 0.00139611 0.00237544 0.00366511 0.00525172
0.00053 3.68326 0.302093 388.399 1011.75 8.31103 29.0014 0.529905 0.842511 0.956285 0.989416 0.99813 1.00032 1.00088 1.00102
0.001057 0.538154 0.435378 114.283 1006.26 1.06813 43.1991 0.443295 0.724273 0.869764 0.939372 0.971657 0.986594 0.993634 0.996996
0.001179 0.534904 0.148643 370.446 1067.84 1.11958 30.5957 1.38907e-05 4.08519e-05 7.66623e-05 0.00011909 0.000166098 0.000215764 0.000266295 0.000315351
0.000893 0.605956 0.401607 324.443 1123.16 1.34856 30.1598 0.00233306 0.00577761 0.00989743 0.0143726 0.0189674 0.0236286 0.0283058 0.0329608
0.00212 1.20386 0.2767 254.197 1058 1.35536 27.3611 0.00046025 0.00118762 0.00209054 0.00310208 0.00415485 0.00523612 0.00633021 0.00742088
0.000897 3.20232 0.133449 297.068 1098.58 8.27264 22.0659 0.0150292 0.0569069 0.115302 0.180841 0.247932 0.313752 0.37686 0.436434
0.000588 3.79246 0.297983 493.899 1104.1 10.8251 44.3084 0.258027 0.453943 0.60842 0.726019 0.811903 0.873129 0.915768 0.944929
0.002308 2.86524 0.41214 249.445 1082.85 4.76292 41.4735 0.00315184 0.0098325 0.0193665 0.0310579 0.0442316 0.0584497 0.0733915 0.0887239
0.001625 3.69719 0.347982 191.019 1139.92 10.0091 25.9512 0.00478275 0.0216865 0.0502609 0.0873319 0.129781 0.174982 0.221225 0.26731
0.00186 0.593363 0.206314 108.883 1041.99 1.65581 7.33376 0.0358402 0.0970214 0.168669 0.243272 0.316918 0.386767 0.451855 0.511995
0.000506 3.67615 0.175499 93.6007 1027.86 5.44285 38.6063 0.369115 0.698163 0.896302 0.975338 0.998473 1.00387 1.00492 1.00511
0.001416 2.80994 0.419299 365.668 1132.69 7.27586 49.9696 0.00250052 0.0087862 0.0186271 0.03137 0.0464696 0.0633401 0.0813197 0.100109
0.002098 2.32894 0.439863 105.16 1105.65 2.49404 43.0591 0.00588478 0.0161845 0.0292367 0.0440024 0.0597784 0.0760307 0.0923401 0.108534
0.000757 0.900808 0.311697 455.715 1071.91 1.96325 9.8586 0.0542988 0.112133 0.170447 0.227077 0.280597 0.330884 0.377803 0.421426
0.000733 2.39823 0.351947 362.323 1084.64 3.28188 20.7167 0.129298 0.233319 0.323369 0.403028 0.47388 0.5369 0.592787 0.641974
0.000581 1.13469 0.131817 394.812 1112.3 1.62233 22.0857 0.000417934 0.00129984 0.00258848 0.00418136 0.00600805 0.00802534 0.0101652 0.0123838
0.000713 0.592817 0.336447 481.04 1140.94 0.74881 19.9303 0.000292575 0.000596943 0.000892573 0.00115516 0.00137596 0.00157012 0.00174497 0.00190314
0.000654 3.17609 0.109487 341.475 1139.58 8.085 24.5829 0.00163123 0.00982539 0.0266993 0.0514629 0.0821352 0.116704 0.153485 0.191174
0.001782 0.939265 0.385992 52.9509 1013.55 1.25681 26.0435 0.323277 0.585855 0.763221 0.871133 0.93237 0.965505 0.982841 0.991717
0.001332 1.48885 0.342567 334.528 1122.07 2.6813 25.5371 0.00015596 0.000473106 0.000917763 0.00145606 0.002074 0.00274711 0.00345397 0.00418272
0.002294 1.43215 0.15986 375.159 1025.31 3.72895 34.2109 0.0298595 0.0807347 0.141268 0.205423 0.26989 0.332154 0.391111 0.446522
0.001332 3.02515 0.136638 178.001 1082.28 3.21774 44.8115 0.00261987 0.00946729 0.0198504 0.0328059 0.0474016 0.0629934 0.079126 0.0953769
