K Inj Por b CHD Ext DSP REN_1_1  REN_1_2 REN_2_1 REN_2_2 REN_3_1 REN_3_2 REN_4_1 REN_4_2
0.000701 3.29344 0.302884 133.545 1085.68 8.45041 18.6659 0.451596 0.704605 0.857501 0.939191 0.977233 0.993024 0.998993 1.00108
0.001895 2.7036 0.238053 231.939 1113.86 5.95684 5.7435 6.58785e-06 4.67119e-05 0.00015388 0.000357983 0.000678291 0.00112446 0.00170042 0.00239763
0.001368 1.14688 0.1102 335.802 1038.12 1.96807 19.4364 0.00421795 0.0132901 0.0261707 0.0418677 0.0593921 0.0781395 0.0976659 0.117573
0.002597 2.65883 0.40128 60.4908 1071.17 7.02213 43.952 0.198626 0.374814 0.524864 0.650196 0.751417 0.829917 0.888002 0.928899
0.00149 1.39912 0.382253 78.1878 1039.59 3.24308 5.39525 0.40526 0.644665 0.798319 0.891971 0.945043 0.973304 0.987605 0.994579
0.000867 3.64236 0.476238 250.829 1119.35 6.60221 30.5356 0.180464 0.321129 0.440187 0.541918 0.627979 0.700037 0.759713 0.808659
0.001348 3.03587 0.309206 307.833 1091.87 6.56624 15.1698 0.0260148 0.0702019 0.122777 0.178576 0.234896 0.289973 0.34252 0.392393
0.002077 3.27248 0.210217 209.18 1090.68 8.04437 40.9689 0.000191941 0.00146494 0.00480485 0.0107611 0.0194253 0.0306041 0.0439471 0.0590091
0.002692 1.61624 0.484993 293.848 1103.19 4.03883 17.3219 1.15147e-05 4.04758e-05 8.64382e-05 0.000148137 0.00022246 0.000307233 0.000399562 0.000494976
0.001377 3.07946 0.196992 339.326 1038.59 8.89068 48.6532 0.270945 0.475405 0.636056 0.757185 0.843604 0.902387 0.940905 0.965222
0.001689 0.936096 0.377422 154.731 1121.46 1.77244 35.579 7.21224e-05 0.000247171 0.000513984 0.000864268 0.00128332 0.00175455 0.00226675 0.0028095
0.001054 1.59997 0.307401 298.439 1018.67 2.69812 33.4456 0.351599 0.590061 0.744228 0.841798 0.90273 0.940527 0.963847 0.97808
0.001925 1.94114 0.333048 204.508 1058.93 5.10217 39.4686 0.0623473 0.149574 0.241688 0.331171 0.414861 0.491662 0.560654 0.621801
0.00232 1.03692 0.338197 280.275 1112.65 2.09036 38.6695 3.50766e-08 9.11601e-08 1.56592e-07 2.24859e-07 2.89393e-07 3.47324e-07 3.99358e-07 4.46089e-07
0.002418 1.18884 0.258177 187.408 1117.75 2.70184 27.9173 3.77919e-10 1.69318e-09 4.1188e-09 7.49867e-09 1.15148e-08 1.59673e-08 2.06281e-08 2.52768e-08
0.001361 2.96507 0.33391 78.5237 1079.74 8.56181 14.6057 0.382217 0.621114 0.788524 0.894685 0.953341 0.981842 0.994184 0.99905
0.002264 2.23549 0.319278 434.72 1143.23 4.15333 31.1482 2.08253e-10 5.64424e-10 9.82932e-10 1.39704e-09 1.76679e-09 2.09426e-09 2.38265e-09 2.63177e-09
0.002661 1.0049 0.417143 329.753 1141.75 1.39948 17.059 1.70378e-10 2.87864e-10 3.54244e-10 3.97839e-10 4.27458e-10 4.4723e-10 4.60226e-10 4.6873e-10
0.001479 1.74471 0.363024 111.872 1042.87 3.31063 49.555 0.307514 0.506734 0.654103 0.763616 0.842648 0.897694 0.934675 0.959035
0.000565 1.25669 0.310121 499.39 1097.35 1.97816 25.5904 0.0518828 0.102988 0.152949 0.201105 0.24693 0.289947 0.330294 0.368127
0.002165 1.01875 0.104608 105.22 1024.89 2.54699 38.1391 0.0955546 0.218668 0.337048 0.445172 0.541841 0.627117 0.700809 0.763372
0.001232 0.712219 0.207598 482.956 1015.26 1.26648 45.2739 0.212112 0.365438 0.48548 0.581795 0.659588 0.722386 0.773251 0.814425
0.00188 1.8479 0.297458 336.863 1140.48 4.61826 28.8755 3.90595e-08 1.59695e-07 3.75531e-07 6.81936e-07 1.05747e-06 1.47899e-06 1.93403e-06 2.40503e-06
0.002687 0.669271 0.224335 355.23 1144.7 0.973166 13.9493 9.62992e-20 1.23544e-19 1.31332e-19 1.33761e-19 1.34585e-19 1.34869e-19 1.34967e-19 1.35001e-19
0.001574 3.72516 0.200584 64.4347 1144.31 9.59269 46.9247 0.0238095 0.0946436 0.182365 0.271277 0.356452 0.436313 0.510276 0.57819
0.001681 0.566936 0.172966 442.869 1098.38 0.670304 48.7219 1.62452e-11 2.57005e-11 3.04322e-11 3.28611e-11 3.43227e-11 3.52356e-11 3.58045e-11 3.616e-11
0.001552 1.28536 0.281409 297.1 1032.55 2.80216 41.5108 0.157735 0.291703 0.408713 0.50961 0.595522 0.667524 0.727328 0.776914
0.001458 0.595394 0.364311 462.407 1099.84 1.44101 6.26011 4.21899e-05 9.52075e-05 0.000146738 0.000195612 0.000242101 0.000285804 0.000326374 0.000363523
0.002441 3.13911 0.17611 463.937 1149.5 9.20255 16.0159 9.85578e-19 5.50311e-18 1.37886e-17 2.4599e-17 3.63143e-17 4.7844e-17 5.85197e-17 6.80247e-17
0.002299 3.19716 0.264291 208.55 1145.8 4.80068 42.1755 4.46287e-10 2.62488e-09 7.58654e-09 1.57191e-08 2.68497e-08 4.03219e-08 5.56169e-08 7.20039e-08
0.002408 2.83376 0.493931 283.659 1096.19 3.55712 16.8999 0.000487731 0.00138247 0.00259322 0.00402638 0.00559425 0.00727233 0.00902152 0.0107966
0.001688 0.660579 0.196443 327.012 1095.44 1.39277 12.6607 1.27998e-08 3.14621e-08 5.20114e-08 7.24673e-08 9.07331e-08 1.06584e-07 1.20437e-07 1.32498e-07
0.002283 1.05647 0.289707 404.699 1043.21 2.30955 23.0765 0.00231125 0.00638736 0.0117906 0.0181651 0.0251164 0.0324971 0.0402108 0.0481115
0.002328 0.584059 0.433784 439.077 1133.01 0.622249 14.7829 1.04407e-09 1.3723e-09 1.52324e-09 1.60389e-09 1.64973e-09 1.67645e-09 1.69218e-09 1.70146e-09
0.000962 1.77801 0.414579 418.083 1056.1 4.39097 14.6529 0.221087 0.388107 0.521955 0.62856 0.712601 0.778259 0.829078 0.868429
0.001864 1.7207 0.450839 228.606 1109.04 4.22786 14.8177 0.00147441 0.00512518 0.0108698 0.0183865 0.0273895 0.0375273 0.0484808 0.0600851
0.000845 3.17411 0.151307 72.6226 1010.2 3.5822 11.4206 0.281979 0.559372 0.789983 0.924908 0.980558 0.998043 1.00253 1.00351
0.001687 2.61383 0.12776 151.08 1130.97 4.95499 40.5432 1.7574e-10 3.34499e-09 2.04869e-08 7.35087e-08 1.93039e-07 4.12883e-07 7.63906e-07 1.27084e-06
0.001923 1.84302 0.383779 296.28 1010.5 4.14491 34.553 0.458545 0.72484 0.864163 0.933699 0.967799 0.984465 0.992555 0.996472
0.002472 2.19957 0.434992 150.484 1060.5 4.67246 28.6193 0.0611568 0.140383 0.222392 0.301741 0.376305 0.445306 0.508673 0.566125
0.00197 0.877363 0.311935 250.385 1055.01 2.04802 28.2779 0.00396443 0.011429 0.0215954 0.0337521 0.0472646 0.061687 0.0767365 0.0921412
0.000946 2.91709 0.263783 272.806 1002.53 2.984 42.8132 0.254396 0.495711 0.691057 0.825548 0.907342 0.953056 0.9771 0.989215
0.00211 1.90626 0.170512 311.501 1100.94 4.82798 30.9799 1.80741e-10 1.21867e-09 3.87965e-09 8.67349e-09 1.56566e-08 2.47185e-08 3.54916e-08 4.76267e-08
0.002549 3.13625 0.496587 302.901 1006.57 5.56132 48.5 0.410955 0.695805 0.852752 0.931229 0.968478 0.98565 0.993505 0.997103
0.000681 1.75162 0.344462 208.645 1039.84 4.31417 42.2702 0.479127 0.743252 0.879 0.945002 0.97582 0.989813 0.996001 0.998699
0.001317 1.02722 0.27059 445.92 1083.9 2.0576 16.0273 0.000282236 0.000772685 0.00140593 0.00212767 0.00291767 0.0037563 0.00462116 0.00549251
0.000974 1.50832 0.316918 465.984 1113.25 1.89347 10.358 0.001143 0.00274009 0.00459359 0.00658274 0.00859644 0.0105991 0.0125745 0.0145109
0.002369 3.73811 0.1216 445.61 1124.6 6.92325 12.7826 4.16747e-22 2.15718e-21 4.97016e-21 8.20572e-21 1.13288e-20 1.41037e-20 1.64328e-20 1.83495e-20
0.002333 1.1965 0.156083 134.266 1097 1.8083 48.4203 8.02738e-12 4.40482e-11 1.19249e-10 2.31223e-10 3.70647e-10 5.27499e-10 6.93557e-10 8.58873e-10
0.001706 2.06317 0.331995 473.851 1128.28 2.79318 35.7526 4.97564e-07 1.25127e-06 2.08751e-06 2.94208e-06 3.77243e-06 4.5334e-06 5.20116e-06 5.79449e-06
0.000585 1.62226 0.179944 326.212 1044.74 3.28338 5.30187 0.308819 0.510111 0.657144 0.76468 0.841307 0.894698 0.931084 0.955445
0.000905 3.5645 0.262262 207.847 1073.26 5.59461 18.3961 0.227006 0.384065 0.510681 0.615962 0.703015 0.77392 0.830516 0.874708
0.001389 3.57629 0.157727 482.237 1024.12 6.52281 7.49885 0.26043 0.437144 0.575728 0.686049 0.772168 0.837514 0.886076 0.921314
0.001774 1.5929 0.168033 281.819 1112.63 2.85461 41.4779 1.77255e-10 7.82045e-10 1.86689e-09 3.34844e-09 5.06795e-09 6.93641e-09 8.85441e-09 1.07361e-08
0.0015 1.82261 0.376181 183.428 1074.48 2.01274 32.327 0.0338212 0.070839 0.108476 0.145553 0.181391 0.215742 0.248568 0.27978
0.002454 2.21416 0.265029 192.141 1017.7 4.82045 30.5946 0.364393 0.588456 0.742267 0.845083 0.910334 0.94974 0.972557 0.985364
0.002441 0.873086 0.469637 355.635 1065.15 2.47699 47.515 0.000819263 0.00228661 0.00420346 0.00640839 0.00884531 0.0114578 0.0141821 0.0169555
0.002479 3.36076 0.171073 487.902 1065.73 9.59614 46.4792 1.06365e-06 9.33527e-06 3.5564e-05 9.15929e-05 0.000188117 0.000332579 0.00052956 0.000780968
0.002643 3.59524 0.314666 318.09 1049.78 9.81321 24.1096 0.0376622 0.104483 0.182329 0.262438 0.340648 0.414208 0.482289 0.544622
0.000661 1.49174 0.355276 471.291 1101.75 3.37563 40.7842 0.0732939 0.150162 0.226045 0.298106 0.364859 0.426153 0.48198 0.532699
0.001951 1.01123 0.457963 109.667 1119.62 2.95832 37.9565 0.00120367 0.00500981 0.0116815 0.0210903 0.0328239 0.0463981 0.0614743 0.0776536
0.002411 3.60847 0.498748 409.115 1030.56 10.3155 22.1552 0.313303 0.524749 0.678108 0.786211 0.860165 0.909592 0.942094 0.963221
0.001667 1.39484 0.449007 410.783 1047.86 3.30844 43.2816 0.0740868 0.151486 0.227745 0.299896 0.366473 0.427475 0.482974 0.53335
0.001314 2.09427 0.126969 467.528 1144.08 2.82544 25.4749 5.2976e-14 1.51758e-13 2.63239e-13 3.63227e-13 4.5026e-13 5.23583e-13 5.80979e-13 6.25696e-13
0.00183 0.619353 0.403794 425.957 1111.42 0.842565 36.6139 8.59431e-07 1.50626e-06 2.00559e-06 2.36647e-06 2.60819e-06 2.78136e-06 2.91336e-06 3.01667e-06
0.001027 0.780729 0.484646 79.3063 1068.22 2.21532 30.7387 0.343876 0.565019 0.719457 0.823497 0.891189 0.933986 0.960505 0.976693
0.001255 0.754057 0.248326 453.911 1042.4 0.97453 21.3998 0.0130604 0.027327 0.0421043 0.0569423 0.0715456 0.0858228 0.0997283 0.113202
0.001451 1.71864 0.487675 117.345 1044.89 2.66861 35.6355 0.276626 0.464708 0.603851 0.709976 0.790229 0.849966 0.893717 0.925391
0.00107 2.16574 0.424142 332.458 1101.8 6.01167 31.6216 0.0690457 0.156406 0.246875 0.334042 0.415088 0.489011 0.5554 0.613942
0.000575 3.75717 0.253024 495.66 1014.36 5.88952 28.6763 0.377596 0.667719 0.839469 0.927115 0.968296 0.986702 0.994753 0.998218
0.000844 1.81043 0.282989 411.092 1057.27 4.1791 38.4987 0.185684 0.336386 0.463788 0.570329 0.658181 0.729547 0.786768 0.832129
0.001342 2.29056 0.126964 208.903 1119.89 3.15269 26.4243 2.61826e-08 1.91077e-07 6.40307e-07 1.49415e-06 2.82846e-06 4.65762e-06 6.96799e-06 9.69236e-06
0.001022 2.38563 0.199426 53.9089 1137.1 6.17041 37.442 0.164933 0.328967 0.47287 0.597134 0.702161 0.788467 0.856417 0.907278
0.001218 1.65763 0.423838 178.313 1090.89 2.18855 6.00058 0.048869 0.100376 0.151628 0.201317 0.24872 0.293575 0.335864 0.375571
0.00229 1.26001 0.322511 280.437 1020.44 2.11264 47.0073 0.168399 0.29857 0.407516 0.500403 0.57967 0.647115 0.704279 0.752405
0.00077 1.20591 0.458171 450.095 1079.15 1.91412 15.0215 0.0821858 0.153834 0.219445 0.279636 0.334894 0.385471 0.4316 0.473504
0.002471 0.819559 0.48678 100.029 1137.08 2.0767 6.47639 3.13703e-06 1.35343e-05 3.32486e-05 6.26653e-05 0.000101525 0.00014847 0.00020218 0.000260792
0.001045 1.59878 0.433942 133.678 1127.59 4.51715 47.0375 0.0986985 0.217624 0.333925 0.44046 0.534946 0.617268 0.6877 0.746661
0.002563 2.72557 0.291516 164.765 1000.29 5.62045 14.1725 0.504697 0.846199 0.96624 0.994112 0.999349 1.00024 1.00038 1.0004
0.002541 1.59585 0.475634 131.892 1074.02 3.09182 29.1089 0.0128923 0.0359012 0.0650375 0.0977656 0.132439 0.167637 0.202646 0.237103
0.00246 0.981435 0.448143 384.357 1104.55 1.88641 33.5457 6.67111e-07 1.4595e-06 2.18859e-06 2.86747e-06 3.4809e-06 4.01847e-06 4.4782e-06 4.85381e-06
0.001771 1.74599 0.23068 420.599 1115.81 2.50134 18.5995 6.25406e-09 1.61127e-08 2.72659e-08 3.85527e-08 4.88452e-08 5.78584e-08 6.57645e-08 7.27083e-08
0.001084 0.805118 0.24956 88.5475 1020.46 0.941417 18.3511 0.268276 0.478609 0.633346 0.745584 0.825575 0.881904 0.921034 0.94778
0.002476 3.66161 0.44321 470.808 1081.61 9.92776 23.1634 0.00184632 0.00677085 0.0147222 0.0252883 0.0380622 0.0524564 0.0680325 0.0845204
0.000553 1.17677 0.297836 493.427 1089.41 2.17613 14.9826 0.0763254 0.149109 0.218449 0.283593 0.343933 0.399132 0.449586 0.49568
0.000679 3.05441 0.463579 250.949 1070.73 3.46049 49.2156 0.233043 0.406999 0.539969 0.643213 0.72431 0.788065 0.837976 0.876715
0.00104 1.11477 0.484861 472.555 1060.9 2.7685 31.5521 0.108105 0.206403 0.296319 0.377285 0.44907 0.512111 0.567646 0.616629
0.002053 1.74085 0.471897 143.072 1092.79 2.14389 13.3907 0.00505765 0.0132132 0.023317 0.0347275 0.0469807 0.0596378 0.0724512 0.0852534
0.001643 0.962461 0.307306 414.675 1076.32 2.12392 13.4306 0.000255778 0.000704231 0.00128029 0.00194023 0.00266461 0.00343438 0.00422784 0.00502942
0.001799 3.87786 0.386042 350.295 1034.47 6.87103 43.3718 0.25833 0.434763 0.571047 0.678046 0.761263 0.824985 0.872919 0.908466
0.001713 3.92336 0.191569 346.262 1041.5 6.17544 9.13943 0.0895141 0.180808 0.266585 0.34569 0.418149 0.484149 0.544029 0.598147
0.001188 0.990548 0.449134 298.396 1011.13 2.47216 15.8505 0.479778 0.741075 0.869988 0.933827 0.966062 0.982409 0.990787 0.995122
0.001419 1.88871 0.430366 499.689 1051.27 3.05659 43.3091 0.0701094 0.136113 0.198824 0.257914 0.31309 0.364034 0.41086 0.454036
0.002474 1.80585 0.193538 94.4428 1049.11 3.21037 18.1158 0.0232424 0.0691023 0.124212 0.181769 0.238753 0.293733 0.34594 0.395288
0.002315 3.20524 0.239958 66.9986 1039.25 7.87743 33.0581 0.386859 0.619622 0.784817 0.893116 0.954153 0.983281 0.995215 0.999494
0.001658 1.51655 0.220031 273.955 1059.29 3.70659 9.45232 0.00688138 0.0228379 0.0460067 0.0741819 0.105513 0.138831 0.173076 0.207476
0.002167 0.730521 0.109192 204.584 1008.86 1.78696 46.0441 0.327822 0.539934 0.69378 0.802644 0.876291 0.924178 0.95426 0.97291
0.001866 0.52998 0.167719 154.132 1087.83 1.10374 38.647 3.59608e-09 1.32223e-08 2.85513e-08 4.80707e-08 6.95892e-08 9.20103e-08 1.14617e-07 1.36907e-07
0.001543 2.57416 0.189047 478.187 1034.35 6.67474 5.61146 0.12969 0.263307 0.386609 0.495775 0.589932 0.669672 0.736286 0.791133
0.001231 3.72178 0.173271 340.125 1030.76 7.78525 29.6161 0.325268 0.532026 0.68521 0.79707 0.874561 0.925499 0.957344 0.976438
0.001349 1.32506 0.399377 325.441 1107.06 1.56156 30.4209 0.000682455 0.00161439 0.00267888 0.00379067 0.00489686 0.00599076 0.00705771 0.00809098
0.002161 3.79 0.125026 466.837 1015.53 6.3318 47.9951 0.226742 0.385399 0.514178 0.621113 0.709085 0.78026 0.836542 0.880111
0.001045 2.77611 0.24637 63.5178 1062.68 5.65106 35.36 0.410838 0.654943 0.815442 0.913818 0.965543 0.988799 0.997909 1.00109
0.002572 0.821925 0.406169 344.745 1106.86 0.88687 15.8458 1.61465e-08 2.76118e-08 3.54201e-08 4.00882e-08 4.30547e-08 4.51341e-08 4.66432e-08 4.77415e-08
0.002342 0.66824 0.47783 312.033 1094.23 0.688136 28.3024 3.69238e-06 6.53925e-06 8.80704e-06 1.0535e-05 1.17451e-05 1.26163e-05 1.32863e-05 1.38195e-05
0.001212 1.51569 0.302381 394.244 1075.9 1.91347 10.6509 0.00584915 0.0137159 0.022684 0.0322576 0.0422024 0.052312 0.0623535 0.0721714
0.001573 2.06292 0.163415 211.462 1133.24 4.66619 16.3029 1.62855e-09 1.68596e-08 7.1031e-08 1.9619e-07 4.22425e-07 7.71437e-07 1.25517e-06 1.87401e-06
0.002542 3.98183 0.430982 118.07 1067.43 6.69146 31.1396 0.119638 0.231567 0.332657 0.423511 0.504997 0.577621 0.641884 0.69838
0.002557 3.04368 0.317044 475.105 1036.33 5.39207 14.9825 0.0379911 0.0860784 0.137688 0.189612 0.240467 0.289391 0.336076 0.380262
0.000748 2.02569 0.220663 350.52 1001.29 2.93437 38.8508 0.355357 0.647845 0.829796 0.923945 0.967661 0.986773 0.994839 0.998191
0.0022 3.85741 0.424928 356.141 1148.72 10.2009 9.86331 4.01034e-06 2.28682e-05 6.66692e-05 0.000143004 0.000255023 0.000404192 0.000589024 0.000806234
0.000748 1.18013 0.420252 264.89 1110.72 2.905 43.7143 0.0886291 0.181776 0.272469 0.356948 0.433639 0.50243 0.563708 0.618112
0.000706 3.6111 0.299212 230.694 1119.67 9.70778 28.5016 0.260064 0.456469 0.613294 0.734641 0.824086 0.887109 0.929823 0.957665
0.001597 3.40535 0.388185 388.764 1138.46 6.91986 38.4426 0.000191983 0.000763983 0.00175408 0.00315198 0.0049135 0.00698755 0.00933741 0.0119019
0.001649 3.70872 0.384583 191.367 1026.71 5.30308 38.1557 0.318042 0.545657 0.703131 0.811032 0.883153 0.929647 0.958639 0.976251
0.000605 0.813744 0.194855 235.695 1084.75 2.13624 46.0487 0.0729353 0.163179 0.255554 0.343847 0.425463 0.499585 0.566107 0.624778
0.002479 0.730758 0.448468 382.412 1008.71 1.01793 32.4188 0.226013 0.385492 0.506587 0.601135 0.676003 0.735823 0.783858 0.822596
0.000866 2.11871 0.417236 256.664 1056.83 5.3541 48.8098 0.375913 0.603856 0.753721 0.850432 0.910629 0.947284 0.969263 0.98231
0.002064 1.74611 0.31276 160.509 1007.85 1.80522 7.55418 0.251814 0.473 0.644654 0.76752 0.851139 0.906227 0.941628 0.964053
0.002407 1.52028 0.132657 446.48 1062.67 2.88887 46.8207 6.42476e-11 2.42592e-10 5.21778e-10 8.5876e-10 1.21782e-09 1.58074e-09 1.93449e-09 2.25932e-09
0.001501 2.47794 0.374046 252.718 1089.67 3.52308 34.2805 0.0151743 0.0375483 0.0636102 0.0915263 0.120186 0.148972 0.177406 0.205019
0.002085 1.71328 0.453286 430.98 1125.02 2.9147 12.3318 1.79055e-06 4.42566e-06 7.31364e-06 1.02898e-05 1.32228e-05 1.59892e-05 1.84437e-05 2.06359e-05
0.002648 1.63871 0.423691 123.813 1120.77 4.2148 5.70825 1.88321e-05 0.00011392 0.000341014 0.000740476 0.00133508 0.00212818 0.00311658 0.00428715
0.001926 2.34338 0.107044 307.318 1070.25 5.10006 19.4371 3.39049e-08 3.6423e-07 1.57457e-06 4.43576e-06 9.72251e-06 1.80967e-05 2.99784e-05 4.5631e-05
0.00121 1.94626 0.151801 400.179 1099.05 2.6588 22.5261 1.37511e-06 5.28426e-06 1.17955e-05 2.06653e-05 3.1435e-05 4.36973e-05 5.68845e-05 7.04611e-05
0.000508 3.64028 0.198623 184.854 1092.28 4.40241 25.8072 0.242249 0.409455 0.537425 0.640984 0.725822 0.794487 0.848966 0.891184
0.001107 3.46931 0.142362 165.489 1112.49 4.90046 35.6128 0.00304999 0.0132938 0.0302424 0.0519477 0.0765718 0.102795 0.129577 0.156346
0.00084 2.86659 0.29344 408.224 1058.76 5.52367 49.013 0.231157 0.396927 0.529379 0.636529 0.722181 0.789568 0.841821 0.881638
0.001569 3.09427 0.208738 343.084 1060.68 6.83279 43.5413 0.0273494 0.0766263 0.13552 0.197599 0.259691 0.319779 0.376729 0.430422
0.002109 2.68817 0.141465 65.5195 1146.76 6.78079 35.5293 8.96428e-10 7.77881e-08 1.13352e-06 7.23989e-06 2.87371e-05 8.39128e-05 0.000197963 0.000400057
0.002319 2.61851 0.278605 116.311 1086.6 4.4883 24.7183 0.00282971 0.0119219 0.027087 0.046879 0.0699075 0.0949751 0.121082 0.147662
0.002198 1.73697 0.321592 102.485 1017.65 2.38991 31.7983 0.30582 0.526535 0.681882 0.791061 0.866378 0.916654 0.949169 0.969643
0.001062 1.53458 0.408833 192.426 1108.19 1.75721 33.5069 0.0241914 0.0518104 0.0806988 0.109759 0.138266 0.166049 0.192918 0.218784
0.001711 1.37273 0.296063 421.274 1055.33 1.41374 49.6107 0.0022144 0.00499248 0.00803414 0.0111994 0.0143839 0.0174851 0.0204736 0.0233498
0.001763 1.92961 0.343536 207.479 1023.51 5.65196 47.4059 0.463191 0.714631 0.856566 0.931187 0.968189 0.985799 0.993915 0.997562
0.002131 3.25344 0.198828 350.664 1101.29 3.71071 15.2422 5.0699e-09 1.99919e-08 4.4681e-08 7.69012e-08 1.13881e-07 1.52379e-07 1.91381e-07 2.29589e-07
0.000578 0.932273 0.376308 342.777 1098.52 1.3828 49.2091 0.0703095 0.133521 0.192452 0.247371 0.298396 0.345637 0.389141 0.429146
0.001108 0.745748 0.3958 304.489 1113.44 0.990975 27.7211 0.000675811 0.00153375 0.00246772 0.00339085 0.00427193 0.00512465 0.00594367 0.00672268
0.002477 3.96594 0.36693 70.6904 1097.21 11.5484 7.42736 0.132901 0.290944 0.43497 0.561254 0.669262 0.758715 0.830035 0.884516
0.000869 3.92215 0.239276 292.841 1022.43 5.38656 27.9894 0.32883 0.587904 0.761548 0.868437 0.930387 0.964618 0.982712 0.991983
0.00054 3.80801 0.187708 312.915 1138.12 5.84333 41.3306 0.0829469 0.16973 0.251986 0.328242 0.398423 0.462668 0.521294 0.574645
0.002145 3.32848 0.421367 96.8857 1027.06 7.91223 39.9796 0.498289 0.774621 0.91206 0.970321 0.991359 0.998064 1.00001 1.00052
0.001295 1.5887 0.327643 449.405 1100.24 2.30216 38.9842 0.000490655 0.00125336 0.00219172 0.00322012 0.0042947 0.00539727 0.00651155 0.00762203
0.002426 2.25702 0.110566 302.042 1051.62 6.15142 40.3245 6.73729e-07 8.73389e-06 4.16003e-05 0.000124365 0.000284736 0.000546415 0.000928148 0.00144176
0.002652 1.72857 0.357674 82.6055 1070.33 3.50705 47.2406 0.0239511 0.0694366 0.124611 0.183084 0.241731 0.298668 0.352898 0.404256
0.002358 3.61153 0.465692 334.181 1134.6 7.85907 11.0061 1.60254e-05 7.32142e-05 0.000184358 0.000353745 0.00058163 0.000862826 0.00118913 0.00155626
0.001083 3.27089 0.289318 283.856 1065.48 6.97098 28.2345 0.21284 0.376134 0.511756 0.623925 0.714924 0.78711 0.84306 0.885623
0.00227 1.73968 0.345255 450.285 1137.62 3.58741 45.8214 1.71492e-09 4.11265e-09 6.66917e-09 9.10272e-09 1.11615e-08 1.29157e-08 1.44093e-08 1.56755e-08
0.001662 3.029 0.314427 223.286 1117.52 8.84195 9.70662 0.00279786 0.0136073 0.0332737 0.0605179 0.0932418 0.129674 0.168154 0.207485
0.001306 1.04994 0.132229 184.275 1133.59 1.51616 33.9276 7.63679e-12 3.14884e-11 7.05317e-11 1.18904e-10 1.70944e-10 2.23741e-10 2.74394e-10 3.20601e-10
0.001938 2.97421 0.245747 390.471 1008.97 3.96348 15.4929 0.307627 0.543681 0.707244 0.816102 0.886323 0.930719 0.95816 0.974991
0.001277 3.27921 0.204244 453.986 1122.32 9.24741 47.0115 3.58407e-05 0.000244335 0.000780198 0.00176373 0.0032682 0.00531139 0.00788557 0.0109669
0.002166 3.97532 0.31218 74.8963 1048.72 11.8138 41.3814 0.454839 0.712499 0.872772 0.9546 0.98734 0.997865 1.00068 1.00134
0.000691 2.85276 0.138937 440.763 1059.89 7.74424 24.601 0.214087 0.394117 0.544569 0.666674 0.762243 0.834487 0.887373 0.924956
0.001359 3.0697 0.266946 317.92 1048.22 4.51384 35.8116 0.138675 0.251302 0.349433 0.436229 0.513117 0.581022 0.640778 0.692911
0.002624 3.42754 0.169261 69.5133 1110.67 5.70582 6.11469 1.54473e-06 3.19199e-05 0.000188428 0.000631915 0.00153416 0.00303336 0.00520955 0.00808551
0.001596 1.39755 0.237202 74.3731 1029.39 1.48936 5.51281 0.223836 0.386244 0.510647 0.610968 0.693664 0.761702 0.816985 0.861167
0.001942 1.62475 0.224082 330.652 1034.16 2.43254 39.2411 0.0319026 0.0715333 0.114027 0.156932 0.199186 0.240125 0.279477 0.317108
0.002669 2.08024 0.194893 239.647 1070 2.31191 38.6785 5.52578e-08 2.16385e-07 4.8507e-07 8.40894e-07 1.26289e-06 1.71931e-06 2.18685e-06 2.65662e-06
0.000746 0.916526 0.135024 351.06 1029.15 1.83223 12.7021 0.224412 0.388035 0.51919 0.62525 0.710202 0.777411 0.829885 0.870502
0.001667 1.98888 0.347032 424.561 1105.22 2.51211 13.7297 4.49085e-05 0.000117806 0.000204077 0.000297432 0.000393748 0.000490414 0.000585816 0.000678495
0.002333 3.48541 0.343533 267.742 1028.51 10.3342 44.9882 0.370535 0.603988 0.764069 0.866734 0.927736 0.962288 0.981006 0.990785
0.000713 1.33177 0.214839 486.167 1083.04 1.75008 5.85406 0.0113699 0.025871 0.0419869 0.0588066 0.0759568 0.0931916 0.110275 0.126964
0.001051 1.02629 0.28629 443.536 1147.65 3.06797 46.4414 1.49946e-05 4.89032e-05 9.95995e-05 0.000165263 0.000242465 0.000328545 0.000420229 0.000513406
0.00148 1.50456 0.154167 466.782 1026.94 4.28344 36.7611 0.112185 0.237255 0.356687 0.464173 0.558005 0.638471 0.706618 0.763213
0.002083 3.60756 0.267593 242.975 1123.34 4.78041 41.9847 7.91376e-07 4.04816e-06 1.08723e-05 2.17233e-05 3.66375e-05 5.51306e-05 7.68656e-05 0.000101019
0.001631 2.32344 0.144416 496.852 1001.23 5.71529 30.8886 0.574145 0.881724 0.973756 0.994936 0.999319 1.00019 1.00037 1.00041
0.000566 1.56229 0.448243 347.702 1141.42 4.31644 10.5306 0.126358 0.248939 0.361554 0.461016 0.546868 0.620268 0.682595 0.735317
0.002028 2.30444 0.113932 57.8655 1016.31 3.48684 12.5636 0.355033 0.600119 0.763727 0.875082 0.943179 0.978479 0.993864 0.99959
0.000824 0.822747 0.346933 239.48 1029.62 0.83291 10.3446 0.187321 0.33188 0.44768 0.541122 0.617446 0.680323 0.732092 0.774949
0.001339 1.08453 0.158361 265.216 1027.51 2.24833 18.0895 0.149818 0.280964 0.397028 0.498438 0.58584 0.660157 0.722716 0.774836
